!Boat,Utc,BSP,AWA,AWS,TWA,TWS,TWD,RudderFwd,Leeway,Set,Drift,HDG,AirTemp,SeaTemp,Baro,Depth,Heel,Trim,Rudder,Tab,Forestay,Downhaul,MastAng,FStayLen,MastButt,Load S,Load P,Rake,Volts,ROT,GpsMethod,PDOP,GpsNum,GpsAge,Altitude,GeoSep,GpsMode,Lat,Lon,COG,SOG,DiffStn,Error,RunnerS,RunnerP,Vang,Trav,Main,KeelAng,KeelHt,Board,EngOilPres,RPM 1,RPM 2,Board P,Board S,DistToLn,RchTmToLn,RchDtToLn,GPS time,TWD+90,TWD-90,Downhaul2,Mk Lat,Mk Lon,Port lat,Port lon,Stbd lat,Stbd lon,HPE,RH,Lead P,Lead S,BackStay,FSTY_Load,User 1,User 2,User 3,User 4,User 5,User 6,User 7,User 8,User 9,User 10,User 11,User 12,User 13,User 14,User 15,User 16,User 17,User 18,User 19,User 20,User 21,User 22,User 23,User 24,User 25,User 26,User 27,User 28,User 29,User 30,User 31,TmToGun,TmToLn,Burn,BelowLn,GunBlwLn,WvSigHt,WvSigPd,WvMaxHt,WvMaxPd,GPS tOffset,Heave,MWA,MWS,Boom,Twist,TWDTwisted,TackLossT,TackLossD,TrimRate,HeelRate,DeflectorP,RudderP,RudderS,RudderToe,BspTr,FStayInner,DeflectorS,Bobstay,Outhaul,D0 P,D0 S,D1 P,D1 S,V0 P,V0 S,V1 P,V1 S,BoomAng,Cunningham,FStayInHal,JibFurl,JibH,MastCant,J1,J2,J3,J4,Foil P,Foil S,Reacher,Blade,Staysail,Solent,Tack,TackP,TackS,DeflectU,DeflectL,WinchP,WinchS,SpinP,SpinS,MainH,Mast2,DepthAft,Burn%,GunBspTarg%,GunBspPol%,EngTemp,EngOilTemp,TranOilTemp,TranOilPres,FuelLev,Current,Charge%,TWG,TWDG,DewPt,FStay+Tack,Gradient,TWSGradient,Rud Ptch P,Rud Ptch S,WaterLev,WaterLev2,FuelLev2,CANLoad%,FastPkErr,Volt 1,Volt 2,Volt 3,Volt 4,Current1,Current2,Current3,Current4,Charge1%,Charge2%,Charge3%,Charge4%,CalROT,CalBrake,CalAccel,TWDmin,TWDmax,PredSeaTemp
!boat,0,1,2,3,4,5,6,7,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,39,41,43,44,45,46,47,48,49,50,51,52,60,61,62,67,68,69,71,72,73,74,75,76,77,78,84,85,86,146,147,148,151,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,252,253,254,255,256,257,258,259,260,268,272,273,274,277,278,281,282,283,284,285,286,291,292,293,294,295,296,297,298,299,300,301,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,351,352,354,355,359,360,361,362,363,364,365,368,369,370,371,372,373,374,375,379,380,381,382,383,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,411,412,413
!v12.7.10
0,46159.595389,163,40.6788140,164,-74.0267760,165,40.6799780,166,-74.0285990
0,46159.595448,1,0.000,2,-1.0,3,6.72,4,-1.0,5,6.72,6,297.0,11,294.8,12,0.00,13,298.1,15,14.43,16,1017.920,17,5.05,18,-1.63,19,0.29,20,1.42,32,0.19,48,40.7107580,49,-74.0432830,50,153.8,51,0.000,84,1.969150,147,27.0,148,207.0,205,0.014675,207,0.980543,272,297.0,373,6.72,401,1.00,403,3.688
0,46159.595460,1,0.000,2,1.8,3,6.62,4,1.8,5,6.62,6,300.0,11,294.8,12,0.00,13,298.3,15,14.43,16,1017.000,17,5.05,18,-1.18,19,0.30,20,1.47,32,0.13,48,40.7107580,49,-74.0432830,50,153.8,51,0.020,84,1.969168,147,30.0,148,210.0,205,0.015057,207,0.980564,272,300.0,373,6.62,401,1.00,403,3.648
0,46159.595471,1,0.000,2,4.4,3,6.53,4,4.4,5,6.53,6,302.8,11,294.8,12,0.00,13,298.4,15,14.42,16,1017.900,17,5.05,18,-1.15,19,0.30,20,1.47,32,0.12,48,40.7107580,49,-74.0432830,50,153.8,51,0.000,84,1.969185,147,32.8,148,212.8,205,0.015452,207,0.980583,272,302.8,373,6.53,401,1.00,403,3.612,411,297.0,412,300.0
0,46159.595483,1,0.000,2,11.7,3,6.41,4,11.7,5,6.41,6,310.3,11,294.8,12,0.00,13,298.6,15,14.42,16,1017.000,17,5.05,18,1.10,19,0.20,20,1.42,32,0.04,48,40.7107580,49,-74.0432830,50,153.8,51,0.020,84,1.969199,147,38.8,148,218.8,205,0.016214,207,0.980598,272,308.8,373,6.44,401,1.00,403,3.576,411,297.0,412,302.8
7,46159.595483,13,302.5,48,40.7029950,49,-73.9767015,50,343.2,51,0.000
0,46159.595495,1,0.000,2,12.6,3,6.34,4,12.6,5,6.34,6,311.3,11,294.8,12,0.00,13,298.7,15,14.42,16,1018.000,17,5.05,18,0.90,19,0.20,20,1.42,32,0.05,48,40.7107580,49,-74.0432830,50,153.8,51,0.020,84,1.969207,147,40.8,148,220.8,205,0.016591,207,0.980608,272,310.8,373,6.37,401,1.00,403,3.548,411,297.0,412,310.3
0,46159.595507,1,0.000,2,12.8,3,6.27,4,12.8,5,6.27,6,311.5,11,282.5,12,0.00,13,298.6,15,14.42,16,1017.000,17,5.05,18,1.09,19,0.30,20,1.44,32,-0.01,48,40.7107580,49,-74.0432830,50,153.8,51,0.020,84,1.969204,147,36.8,148,216.8,205,0.016196,207,0.980604,272,306.8,373,6.27,401,1.00,403,3.508,411,297.0,412,311.3
0,46159.595518,1,0.000,2,13.5,3,6.21,4,13.5,5,6.21,6,312.1,11,282.5,12,0.00,13,298.6,15,14.42,16,1017.910,17,5.05,18,1.10,19,0.20,20,1.42,32,0.03,48,40.7107580,49,-74.0432830,50,153.8,51,0.020,84,1.969204,147,38.7,148,218.7,205,0.016489,207,0.980603,272,308.7,373,6.23,401,1.00,403,3.492,411,297.0,412,311.5
0,46159.595530,1,0.000,2,9.8,3,6.16,4,9.8,5,6.16,6,308.5,11,284.6,12,0.00,13,298.7,15,14.42,16,1017.000,17,5.05,18,-1.56,19,0.29,20,1.42,32,-0.04,48,40.7107580,49,-74.0432830,50,153.8,51,0.020,84,1.969207,147,40.3,148,220.3,205,0.016801,207,0.980608,272,310.3,373,6.16,401,1.00,403,3.464,411,297.0,412,312.1
7,46159.595530,13,301.5,48,40.7029950,49,-73.9767015,50,250.9,51,0.097
0,46159.595542,1,0.000,2,6.0,3,6.14,4,6.0,5,6.14,6,304.7,11,282.5,12,0.00,13,298.7,15,14.42,16,1017.960,17,5.05,18,-1.93,19,0.22,20,1.42,32,0.07,48,40.7107580,49,-74.0432770,50,153.8,51,0.020,84,1.969115,147,40.5,148,220.5,205,0.016839,207,0.980785,272,310.5,373,6.15,401,1.00,403,3.460,411,297.0,412,312.1
0,46159.595554,1,0.000,2,3.3,3,6.14,4,3.3,5,6.14,6,302.0,11,282.5,12,0.00,13,298.7,15,14.42,16,1017.000,17,5.05,18,0.00,19,-0.23,20,1.47,32,0.06,48,40.7107580,49,-74.0432770,50,153.8,51,0.020,84,1.969117,147,38.4,148,218.4,205,0.016558,207,0.980787,272,308.4,373,6.14,401,1.00,403,3.456,411,297.0,412,312.1
0,46159.595566,1,0.000,2,3.1,3,6.14,4,3.1,5,6.14,6,301.9,11,282.5,12,0.00,13,298.8,15,14.42,16,1017.920,17,5.05,18,-1.46,19,0.29,20,1.47,32,0.13,48,40.7107580,49,-74.0432770,50,153.8,51,0.020,84,1.969122,147,36.2,148,216.2,205,0.016280,207,0.980793,272,306.2,373,6.14,401,1.00,403,3.456,411,297.0,412,312.1
