!Boat,Utc,BSP,AWA,AWS,TWA,TWS,TWD,RudderFwd,Leeway,Set,Drift,HDG,AirTemp,SeaTemp,Baro,Depth,Heel,Trim,Rudder,Tab,Forestay,Downhaul,MastAng,FStayLen,MastButt,Load S,Load P,Rake,Volts,ROT,GpsMethod,PDOP,GpsNum,GpsAge,Altitude,GeoSep,GpsMode,Lat,Lon,COG,SOG,DiffStn,Error,RunnerS,RunnerP,Vang,Trav,Main,KeelAng,KeelHt,Board,EngOilPres,RPM 1,RPM 2,Board P,Board S,DistToLn,RchTmToLn,RchDtToLn,GPS time,TWD+90,TWD-90,Downhaul2,Mk Lat,Mk Lon,Port lat,Port lon,Stbd lat,Stbd lon,HPE,RH,Lead P,Lead S,BackStay,FSTY_Load,User 1,User 2,User 3,User 4,User 5,User 6,User 7,User 8,User 9,User 10,User 11,User 12,User 13,User 14,User 15,User 16,User 17,User 18,User 19,User 20,User 21,User 22,User 23,User 24,User 25,User 26,User 27,User 28,User 29,User 30,User 31,TmToGun,TmToLn,Burn,BelowLn,GunBlwLn,WvSigHt,WvSigPd,WvMaxHt,WvMaxPd,GPS tOffset,Heave,MWA,MWS,Boom,Twist,TWDTwisted,TackLossT,TackLossD,TrimRate,HeelRate,DeflectorP,RudderP,RudderS,RudderToe,BspTr,FStayInner,DeflectorS,Bobstay,Outhaul,D0 P,D0 S,D1 P,D1 S,V0 P,V0 S,V1 P,V1 S,BoomAng,Cunningham,FStayInHal,JibFurl,JibH,MastCant,J1,J2,J3,J4,Foil P,Foil S,Reacher,Blade,Staysail,Solent,Tack,TackP,TackS,DeflectU,DeflectL,WinchP,WinchS,SpinP,SpinS,MainH,Mast2,DepthAft,Burn%,GunBspTarg%,GunBspPol%,EngTemp,EngOilTemp,TranOilTemp,TranOilPres,FuelLev,Current,Charge%,TWG,TWDG,DewPt,FStay+Tack,Gradient,TWSGradient,Rud Ptch P,Rud Ptch S,WaterLev,WaterLev2,FuelLev2,CANLoad%,FastPkErr,Volt 1,Volt 2,Volt 3,Volt 4,Current1,Current2,Current3,Current4,Charge1%,Charge2%,Charge3%,Charge4%,CalROT,CalBrake,CalAccel,TWDmin,TWDmax,PredSeaTemp
!boat,0,1,2,3,4,5,6,7,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,39,41,43,44,45,46,47,48,49,50,51,52,60,61,62,67,68,69,71,72,73,74,75,76,77,78,84,85,86,146,147,148,151,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,252,253,254,255,256,257,258,259,260,268,272,273,274,277,278,281,282,283,284,285,286,291,292,293,294,295,296,297,298,299,300,301,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,351,352,354,355,359,360,361,362,363,364,365,368,369,370,371,372,373,374,375,379,380,381,382,383,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,411,412,413
!v12.7.4
0,46148.664541,163,40.7080880,164,-74.0303540,165,40.7084850,166,-74.0320270
0,46148.664623,1,0.000,2,118.5,3,16.14,4,118.5,5,16.14,6,230.0,11,143.7,12,0.00,13,111.5,18,0.40,19,0.00,48,40.7103970,49,-74.0432000,50,102.5,51,0.020,84,-0.514571,147,320.0,148,140.0,205,0.002755,207,-0.042400,272,230.0,373,16.14,401,1.00,403,7.456
0,46148.664635,1,0.000,2,117.1,3,16.15,4,117.1,5,16.15,6,228.6,11,143.7,12,0.00,13,111.5,18,0.20,19,0.00,48,40.7103970,49,-74.0432000,50,102.5,51,0.020,84,-0.514571,147,318.6,148,138.6,205,0.002765,207,-0.042400,272,228.6,373,16.15,401,1.00,403,7.460
0,46148.664647,1,0.000,2,115.1,3,15.96,4,115.1,5,15.96,6,226.5,11,143.7,12,0.00,13,111.5,18,0.10,19,0.10,48,40.7103970,49,-74.0432000,50,102.5,51,0.020,84,-0.514572,147,317.2,148,137.2,205,0.002780,207,-0.042402,272,227.2,373,16.04,401,1.00,403,7.416,411,228.6,412,230.0
0,46148.664658,1,0.000,2,114.6,3,15.83,4,114.6,5,15.83,6,226.2,11,143.7,12,0.00,13,111.6,18,0.40,19,-0.00,48,40.7103970,49,-74.0432000,50,102.5,51,0.020,84,-0.514570,147,316.2,148,136.2,205,0.002795,207,-0.042400,272,226.2,373,15.91,401,1.00,403,7.364,411,226.5,412,230.0
0,46148.664670,1,0.000,2,113.4,3,15.75,4,113.4,5,15.75,6,225.1,11,143.7,12,0.00,13,111.7,18,0.60,19,-0.00,48,40.7103970,49,-74.0432000,50,102.5,51,0.020,84,-0.514569,147,315.5,148,135.5,205,0.002807,207,-0.042399,272,225.5,373,15.78,401,1.00,403,7.312,411,226.2,412,230.0
0,46148.664682,1,0.000,2,115.4,3,15.65,4,115.4,5,15.65,6,227.0,11,143.7,12,0.00,13,111.7,18,0.40,19,-0.10,48,40.7103970,49,-74.0432000,50,102.5,51,0.020,84,-0.514570,147,316.8,148,136.8,205,0.002801,207,-0.042398,272,226.8,373,15.70,401,1.00,403,7.280,411,225.1,412,230.0
0,46148.664693,1,0.000,2,115.2,3,15.51,4,115.2,5,15.51,6,226.7,11,143.7,12,0.00,13,111.5,18,0.40,19,0.00,48,40.7103970,49,-74.0432000,50,102.5,51,0.020,84,-0.514571,147,316.5,148,136.5,205,0.002809,207,-0.042400,272,226.5,373,15.59,401,1.00,403,7.236,411,225.1,412,230.0
0,46148.664705,1,0.000,2,118.3,3,15.35,4,118.3,5,15.35,6,229.7,11,143.7,12,0.00,13,111.4,18,0.50,19,0.10,48,40.7103970,49,-74.0432000,50,102.5,51,0.020,84,-0.514572,147,316.7,148,136.7,205,0.002818,207,-0.042402,272,226.7,373,15.35,401,1.00,403,7.140,411,225.1,412,230.0
0,46148.664717,1,0.000,2,119.4,3,15.14,4,119.4,5,15.14,6,230.8,11,143.7,12,0.00,13,111.5,18,0.70,19,0.00,48,40.7103970,49,-74.0432000,50,102.5,51,0.020,84,-0.514571,147,317.6,148,137.6,205,0.002822,207,-0.042401,272,227.6,373,15.14,401,1.00,403,7.056,411,225.1,412,230.0
0,46148.664729,1,0.000,2,122.1,3,15.00,4,122.1,5,15.00,6,233.8,11,143.7,12,0.00,13,111.8,18,0.70,19,-0.10,48,40.7103970,49,-74.0432000,50,102.5,51,0.020,84,-0.514569,147,318.9,148,138.9,205,0.002818,207,-0.042398,272,228.9,373,15.00,401,1.00,403,7.000,411,225.1,412,230.8
0,46148.664741,1,0.000,2,122.5,3,14.97,4,122.5,5,14.97,6,234.2,11,147.1,12,0.00,13,111.8,18,0.60,19,0.00,48,40.7104000,49,-74.0432060,50,102.5,51,0.000,84,-0.514875,147,320.6,148,140.6,205,0.002810,207,-0.042308,272,230.6,373,14.97,401,1.00,403,6.988,411,225.1,412,233.8
0,46148.664752,1,0.000,2,123.6,3,14.94,4,123.6,5,14.94,6,235.3,11,141.8,12,0.00,13,111.6,18,0.30,19,0.00,48,40.7104000,49,-74.0432060,50,102.5,51,0.000,84,-0.514876,147,322.1,148,142.1,205,0.002803,207,-0.042309,272,232.1,373,14.94,401,1.00,403,6.976,411,225.1,412,234.2
